source_id,ra,dec,l,b,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,radial_velocity,radial_velocity_error,ref_epoch,phot_g_mean_mag
4898609629306412160,67.93545226183261,-21.84860293161785,219.59623411194013,-39.98657205881979,54.53274098161651,0.01998437,2728.7695,450.8247434741494,0.016728036,-682.1033345053509,0.018436383,-18.366056,1.3302281,2016.0,14.235519
4899957905439568256,1.5820789842236815,-65.84297370856557,310.18242981680913,-50.64549648486241,57.231557668515876,0.034792162,1644.9554,197.38727769069425,0.037806276,-549.3192316907192,0.042256407,2.1553261,0.23588048,2016.0,11.108225
5037084872486444928,21.353109751656604,-26.01467836756078,206.51006047395254,-82.32389303461586,60.35779337436104,0.025622379,2355.667,235.87006780372127,0.030347254,-524.4372546001046,0.02228362,,,2016.0,14.960075
5073448642595674752,48.68701104937745,-26.445812488502554,220.03853672143023,-58.119345316119805,53.55426056338445,0.01783956,3001.9944,216.81038691288197,0.0129184965,98.16937406775547,0.019232994,15.142162,0.14293842,2016.0,8.660047
5075243629687810560,48.57727876178081,-23.15750510834894,213.95781224262507,-57.531104603160266,62.90056245523361,0.050333288,1249.6812,331.23681721697665,0.044747036,170.8477069636891,0.050443124,32.3681,0.23970646,2016.0,11.326078
5170039467784804096,51.24784690007301,-5.367170566006298,189.13916516533956,-47.492032818994694,65.26068409308351,0.027728027,2353.6,-230.88318639610878,0.025693651,-768.4793029002251,0.021619657,-13.359324,0.125276,2016.0,7.4652786
5185165891628969984,40.314644601412986,-4.538542485444145,177.01288630577167,-55.42215441131596,81.19892749105797,0.044579778,1821.4296,352.7646340077034,0.042424116,-57.91696095436592,0.041703507,23.114922,0.72817063,2016.0,12.250948
5479255432103480320,105.71449026542051,-61.04387712129226,271.4533712637479,-22.180154186759474,57.023893443822416,0.19655927,290.11044,520.1329387087379,0.27709806,597.1736620931058,0.23696905,,,2016.0,14.105196
5550862879208886400,99.29786765738243,-50.03823357022727,258.93824110160995,-22.644318965160643,66.49428083766021,0.013712892,4849.0337,157.7062977851647,0.016673474,4.465681474703027,0.01687703,-2.5999575,0.16612472,2016.0,8.983372
5700706729031126656,123.17043503163158,-21.55502398567159,241.4623924968463,6.880408888408108,123.20329450522371,0.02362702,5214.5083,13.458423373876627,0.01725299,-693.9868644420849,0.01909765,8.934515,0.16111009,2016.0,10.67168
5885471411757745408,233.210796062217,-54.174830394098876,325.21084110689395,1.5628999339466765,65.98643108705046,0.02999372,2200.0083,168.9547803354019,0.03017063,-119.16846553564005,0.027338682,-0.9738895,1.6736636,2016.0,11.606108
5900432500841313920,227.73324902272086,-51.69293779799564,323.7884982421662,5.439639661872123,55.18648588324498,0.019668814,2805.7861,-337.2178387543471,0.01678841,63.82586310411939,0.023167683,98.82537,0.3700771,2016.0,11.973133
6031475835680030720,248.91420693698925,-30.859358605809874,349.46181610055584,11.111830981909806,51.52022228159037,0.026019191,1980.0854,-802.5525236930393,0.03653082,-842.8134929826488,0.027593568,-139.28775,0.24975663,2016.0,11.547314
6032685745182407040,253.14586943466853,-29.006855746565158,353.293332938725,9.479084461749235,51.03913169913069,0.027755385,1838.8911,-109.79793530915205,0.036233757,-349.3077608005638,0.023245845,,,2016.0,14.030096
